motif,chromatin_motif,node1,node2,node3,node4
2211,101000020000,chr6:35434966-35436893,chr6:35208150-35209837,chr6:35113518-35115114,chr6:35309235-35310981
2211,002000020000,chr6:35434966-35436893,chr6:35416542-35418354,chr6:35208150-35209837,chr6:35106769-35108642
2211,002000020000,chr6:35434966-35436893,chr6:35416542-35418354,chr6:35208150-35209837,chr6:35113518-35115114
2211,001100110000,chr6:35434966-35436893,chr6:34427176-34428636,chr6:35208150-35209837,chr6:35106769-35108642
3111,002100000001,chr6:35434966-35436893,chr6:35208150-35209837,chr6:35113518-35115114,chr6:35106769-35108642
2211,001100110000,chr6:35434966-35436893,chr6:35172179-35173671,chr6:35208150-35209837,chr6:35113518-35115114
2211,100100200000,chr6:34131016-34132585,chr6:34427176-34428636,chr6:35208150-35209837,chr6:35106769-35108642
2211,000200200000,chr6:34427176-34428636,chr6:34576760-34578453,chr6:35208150-35209837,chr6:35106769-35108642
2211,002000110000,chr6:34427176-34428636,chr6:35208150-35209837,chr6:35113518-35115114,chr6:35106769-35108642
2211,002000110000,chr6:35172179-35173671,chr6:35208150-35209837,chr6:35113518-35115114,chr6:35106769-35108642
3221,010000200010,chr12:55095468-55097165,chr12:55142376-55144122,chr12:55351106-55352906,chr12:54972915-54974477
2211,011000200000,chr12:55051944-55053340,chr12:55095468-55097165,chr12:55351106-55352906,chr12:54972915-54974477
3111,102000000010,chr22:42508340-42509675,chr22:42362015-42363547,chr22:42486251-42487980,chr22:42510245-42511580
3221,001000200001,chr10:53974936-53976489,chr10:52822896-52824365,chr10:53719581-53721101,chr10:53148373-53150143
2211,001100110000,chr10:54326068-54327708,chr10:53974936-53976489,chr10:52822896-52824365,chr10:53148373-53150143
2211,001100110000,chr10:54326068-54327708,chr10:53974936-53976489,chr10:53719581-53721101,chr10:53148373-53150143
2211,000200110000,chr10:54326068-54327708,chr10:54247784-54249582,chr10:53974936-53976489,chr10:53148373-53150143
2211,100100110000,chr10:54326068-54327708,chr10:53974936-53976489,chr10:54067146-54068858,chr10:53148373-53150143
2211,001100110000,chr10:54326068-54327708,chr10:54354333-54356120,chr10:53974936-53976489,chr10:53148373-53150143
3111,100200001000,chr17:73197179-73198782,chr17:73109470-73111162,chr17:73126278-73128489,chr17:73234217-73235648
2211,000210010000,chr17:73197179-73198782,chr17:73109470-73111162,chr17:73126278-73128489,chr17:73167291-73168771
2211,100110010000,chr17:73197179-73198782,chr17:73167291-73168771,chr17:73109470-73111162,chr17:73234217-73235648
2211,101010010000,chr19:48762484-48764244,chr19:48465901-48467483,chr19:48793764-48795398,chr19:48769766-48771146
3111,200100000001,chr19:48655200-48656678,chr19:48762484-48764244,chr19:48465901-48467483,chr19:48793764-48795398
3221,100020000001,chr19:48610069-48611641,chr19:48762484-48764244,chr19:48465901-48467483,chr19:48793764-48795398
3111,300000000001,chr19:48605826-48607200,chr19:48762484-48764244,chr19:48465901-48467483,chr19:48793764-48795398
3322,000010011001,chr19:48655200-48656678,chr19:48762484-48764244,chr19:48465901-48467483,chr19:48610069-48611641
3111,200100000001,chr19:48655200-48656678,chr19:48762484-48764244,chr19:48465901-48467483,chr19:48605826-48607200
3221,100020000001,chr19:48605826-48607200,chr19:48762484-48764244,chr19:48465901-48467483,chr19:48610069-48611641
2211,200010010000,chr19:48605826-48607200,chr19:48762484-48764244,chr19:48465901-48467483,chr19:49086868-49088412
2211,001110010000,chr19:48655200-48656678,chr19:48465901-48467483,chr19:48793764-48795398,chr19:48769766-48771146
2211,101010010000,chr19:48610069-48611641,chr19:48465901-48467483,chr19:48793764-48795398,chr19:48769766-48771146
2211,101010010000,chr19:48605826-48607200,chr19:48465901-48467483,chr19:48793764-48795398,chr19:48769766-48771146
3221,100010010001,chr19:48655200-48656678,chr19:48610069-48611641,chr19:48465901-48467483,chr19:48793764-48795398
3111,200100000001,chr19:48655200-48656678,chr19:48465901-48467483,chr19:48793764-48795398,chr19:48605826-48607200
3111,300000000001,chr19:48605826-48607200,chr19:48610069-48611641,chr19:48465901-48467483,chr19:48793764-48795398
2211,200010010000,chr19:48605826-48607200,chr19:48465901-48467483,chr19:48793764-48795398,chr19:49086868-49088412
3221,100010010001,chr19:48655200-48656678,chr19:48610069-48611641,chr19:48465901-48467483,chr19:48605826-48607200
2211,100110010000,chr19:48655200-48656678,chr19:48465901-48467483,chr19:49086868-49088412,chr19:48605826-48607200
2211,200010010000,chr19:48605826-48607200,chr19:48610069-48611641,chr19:48465901-48467483,chr19:49086868-49088412
2211,100120000000,chr19:48605826-48607200,chr19:48465901-48467483,chr19:49086868-49088412,chr19:48947898-48949801
2211,001120000000,chr19:48605826-48607200,chr19:48465901-48467483,chr19:49086868-49088412,chr19:49008832-49010363
2211,000220000000,chr19:48605826-48607200,chr19:48465901-48467483,chr19:49086868-49088412,chr19:48992348-48993947
3111,201000001000,chr8:143780736-143782848,chr8:143807420-143809329,chr8:143791281-143792741,chr8:143750050-143752051
3111,201000001000,chr8:143780736-143782848,chr8:143684465-143685682,chr8:143807420-143809329,chr8:143750050-143752051
3111,200100001000,chr8:143780736-143782848,chr8:143897203-143898715,chr8:143807420-143809329,chr8:143750050-143752051
3221,100020001000,chr8:143780736-143782848,chr8:143807420-143809329,chr8:143819603-143821706,chr8:143750050-143752051
3221,100010101000,chr8:143780736-143782848,chr8:143715331-143717044,chr8:143807420-143809329,chr8:143750050-143752051
2211,101010100000,chr8:143704889-143706327,chr8:143807420-143809329,chr8:143791281-143792741,chr8:143750050-143752051
2211,101010100000,chr8:144128858-144130572,chr8:143807420-143809329,chr8:143791281-143792741,chr8:143750050-143752051
3111,102000001000,chr8:143684465-143685682,chr8:143807420-143809329,chr8:143791281-143792741,chr8:143750050-143752051
3111,101100001000,chr8:143897203-143898715,chr8:143807420-143809329,chr8:143791281-143792741,chr8:143750050-143752051
3221,001020001000,chr8:143819603-143821706,chr8:143807420-143809329,chr8:143791281-143792741,chr8:143750050-143752051
3221,001010101000,chr8:143715331-143717044,chr8:143807420-143809329,chr8:143791281-143792741,chr8:143750050-143752051
3111,101100001000,chr8:143897203-143898715,chr8:143684465-143685682,chr8:143807420-143809329,chr8:143750050-143752051
3221,001020001000,chr8:143684465-143685682,chr8:143807420-143809329,chr8:143819603-143821706,chr8:143750050-143752051
3221,001010101000,chr8:143715331-143717044,chr8:143684465-143685682,chr8:143807420-143809329,chr8:143750050-143752051
3221,000120001000,chr8:143897203-143898715,chr8:143807420-143809329,chr8:143819603-143821706,chr8:143750050-143752051
3221,000110101000,chr8:143715331-143717044,chr8:143897203-143898715,chr8:143807420-143809329,chr8:143750050-143752051
3221,001020001000,chr8:143689965-143691407,chr8:143807420-143809329,chr8:143819603-143821706,chr8:143750050-143752051
3221,001020001000,chr8:144064984-144066704,chr8:143807420-143809329,chr8:143819603-143821706,chr8:143750050-143752051
3322,000010102000,chr8:143715331-143717044,chr8:143807420-143809329,chr8:143819603-143821706,chr8:143750050-143752051
3221,001020000010,chr8:143715331-143717044,chr8:143807420-143809329,chr8:143734393-143735845,chr8:143750050-143752051
2211,101010100000,chr8:143689965-143691407,chr8:143807420-143809329,chr8:143819603-143821706,chr8:143704889-143706327
3111,102000001000,chr8:144064984-144066704,chr8:143689965-143691407,chr8:143807420-143809329,chr8:143819603-143821706
2211,002020000000,chr8:143715331-143717044,chr8:143689965-143691407,chr8:143807420-143809329,chr8:143819603-143821706
2211,101010100000,chr8:144064984-144066704,chr8:143807420-143809329,chr8:143819603-143821706,chr8:143863345-143864830
2211,002020000000,chr8:144064984-144066704,chr8:143715331-143717044,chr8:143807420-143809329,chr8:143819603-143821706
2211,101010100000,chr8:143715331-143717044,chr8:143807420-143809329,chr8:143819603-143821706,chr8:143734393-143735845
2211,101000200000,chr18:6542772-6544202,chr18:5867588-5869133,chr18:6885593-6887238,chr18:6481858-6483636
2211,200010010000,chr17:73670459-73671919,chr17:73745372-73746885,chr17:73596729-73598284,chr17:73743177-73744800
2211,101010010000,chr17:73615514-73616915,chr17:73670459-73671919,chr17:73745372-73746885,chr17:73743177-73744800
2222,000030010000,chr17:73670459-73671919,chr17:73745372-73746885,chr17:73628428-73630805,chr17:73743177-73744800
2222,000020020000,chr17:73675059-73676799,chr17:73670459-73671919,chr17:73745372-73746885,chr17:73743177-73744800
2211,100120000000,chr17:73596729-73598284,chr17:73670459-73671919,chr17:73745372-73746885,chr17:73628428-73630805
3221,000110011000,chr17:73675059-73676799,chr17:73670459-73671919,chr17:73745372-73746885,chr17:73628428-73630805
2211,000210010000,chr17:73675059-73676799,chr17:73670459-73671919,chr17:73745372-73746885,chr17:73702693-73704174
2211,101020000000,chr17:73615514-73616915,chr17:73745372-73746885,chr17:73628428-73630805,chr17:73743177-73744800
3221,100020001000,chr17:73596729-73598284,chr17:73745372-73746885,chr17:73628428-73630805,chr17:73743177-73744800
3322,000020001001,chr17:73675059-73676799,chr17:73745372-73746885,chr17:73628428-73630805,chr17:73743177-73744800
3221,100010011000,chr17:73675059-73676799,chr17:73596729-73598284,chr17:73745372-73746885,chr17:73628428-73630805
3221,000120000001,chr17:73702693-73704174,chr17:73675059-73676799,chr17:73745372-73746885,chr17:73628428-73630805
2211,200010010000,chr17:73675059-73676799,chr17:73745372-73746885,chr17:73596729-73598284,chr17:73743177-73744800
2211,101010010000,chr17:73615514-73616915,chr17:73675059-73676799,chr17:73745372-73746885,chr17:73743177-73744800
3111,200100000001,chr17:73675059-73676799,chr17:73745372-73746885,chr17:73702693-73704174,chr17:73743177-73744800
2211,101010100000,chr9:96775823-96777414,chr9:96975135-96976834,chr9:96443895-96445465,chr9:96724655-96726219
2211,101010100000,chr9:96827149-96828669,chr9:96975135-96976834,chr9:96443895-96445465,chr9:96724655-96726219
3111,201000000010,chr9:96975135-96976834,chr9:95718904-95720410,chr9:96443895-96445465,chr9:96724655-96726219
3221,100010100010,chr9:96975135-96976834,chr9:96443895-96445465,chr9:96764294-96765713,chr9:96724655-96726219
3221,001010100010,chr9:96764294-96765713,chr9:95718904-95720410,chr9:96443895-96445465,chr9:96724655-96726219
3111,200100000001,chr6:44139849-44141527,chr6:44188637-44190364,chr6:44224409-44226163,chr6:44063846-44065349
3221,100020001000,chr15:33247608-33249099,chr15:33135837-33137334,chr15:32954153-32955961,chr15:32942907-32944419
2211,001110010000,chr10:71396195-71397577,chr10:71186002-71187835,chr10:71172548-71173865,chr10:71266734-71268505
3111,101100001000,chr10:71186002-71187835,chr10:71172548-71173865,chr10:71151618-71153229,chr10:71266734-71268505
2211,002020000000,chr10:71172548-71173865,chr10:70852327-70854687,chr10:71151618-71153229,chr10:71266734-71268505
2211,000220000000,chr19:10974492-10976100,chr19:10939371-10940977,chr19:10879811-10881624,chr19:10827392-10829092
2211,001120000000,chr19:10651422-10652952,chr19:10974492-10976100,chr19:10879811-10881624,chr19:10827392-10829092
2211,100120000000,chr19:10974492-10976100,chr19:10593478-10595368,chr19:10879811-10881624,chr19:10827392-10829092
3221,001010100010,chr14:52597546-52599438,chr14:52445013-52446894,chr14:52738301-52740171,chr14:52242419-52243934
3221,001000200010,chr14:52445013-52446894,chr14:52738301-52740171,chr14:51749368-51751169,chr14:52242419-52243934
2211,002000200000,chr14:52445013-52446894,chr14:51836032-51837433,chr14:52738301-52740171,chr14:52242419-52243934
2211,101010100000,chr14:52597546-52599438,chr14:52445013-52446894,chr14:52246196-52247772,chr14:52242419-52243934
2211,101010100000,chr14:52597546-52599438,chr14:52445013-52446894,chr14:52480284-52483235,chr14:52242419-52243934
3322,000010100020,chr14:52597546-52599438,chr14:52445013-52446894,chr14:51749368-51751169,chr14:52242419-52243934
2211,101000200000,chr14:52597546-52599438,chr14:52445013-52446894,chr14:51836032-51837433,chr14:52242419-52243934
3221,100000200010,chr14:52445013-52446894,chr14:52118123-52120878,chr14:51749368-51751169,chr14:52242419-52243934
3221,100000200010,chr14:52445013-52446894,chr14:52246196-52247772,chr14:51749368-51751169,chr14:52242419-52243934
3221,100000200010,chr14:52445013-52446894,chr14:52480284-52483235,chr14:51749368-51751169,chr14:52242419-52243934
3221,001000200010,chr14:52445013-52446894,chr14:51836032-51837433,chr14:51749368-51751169,chr14:52242419-52243934
2211,101000200000,chr14:52445013-52446894,chr14:51836032-51837433,chr14:52246196-52247772,chr14:52242419-52243934
3221,001020000010,chr14:51749368-51751169,chr14:52246196-52247772,chr14:52118123-52120878,chr14:52242419-52243934
3111,201000000010,chr14:52597546-52599438,chr14:51749368-51751169,chr14:52118123-52120878,chr14:52242419-52243934
3111,201000000010,chr14:51749368-51751169,chr14:52118123-52120878,chr14:52480284-52483235,chr14:52242419-52243934
2211,101000200000,chr14:51749368-51751169,chr14:51836032-51837433,chr14:52118123-52120878,chr14:52242419-52243934
2211,002010100000,chr14:51685666-51687557,chr14:51749368-51751169,chr14:52246196-52247772,chr14:52242419-52243934
3221,001020000010,chr14:52597546-52599438,chr14:51749368-51751169,chr14:52246196-52247772,chr14:52242419-52243934
3111,201000000010,chr14:51749368-51751169,chr14:52246196-52247772,chr14:52480284-52483235,chr14:52242419-52243934
2222,000010300000,chr14:51749368-51751169,chr14:51836032-51837433,chr14:52246196-52247772,chr14:52242419-52243934
2211,002010100000,chr14:52597546-52599438,chr14:51749368-51751169,chr14:52738301-52740171,chr14:52242419-52243934
3221,001020000010,chr14:52597546-52599438,chr14:51749368-51751169,chr14:52480284-52483235,chr14:52242419-52243934
2211,101000200000,chr14:52597546-52599438,chr14:51749368-51751169,chr14:51836032-51837433,chr14:52242419-52243934
2211,101000200000,chr14:51749368-51751169,chr14:51836032-51837433,chr14:52480284-52483235,chr14:52242419-52243934
2211,002010100000,chr14:51685666-51687557,chr14:51836032-51837433,chr14:52246196-52247772,chr14:52242419-52243934
2211,101010100000,chr14:52118123-52120878,chr14:51836032-51837433,chr14:52246196-52247772,chr14:52242419-52243934
2211,101010100000,chr14:52597546-52599438,chr14:51836032-51837433,chr14:52246196-52247772,chr14:52242419-52243934
3111,201000000010,chr19:42923550-42925143,chr19:42636550-42638113,chr19:42794490-42795999,chr19:42612059-42613727
3111,201000000010,chr19:42904866-42906289,chr19:42923550-42925143,chr19:42794490-42795999,chr19:42612059-42613727
3111,300000000010,chr19:42748260-42751113,chr19:42923550-42925143,chr19:42794490-42795999,chr19:42612059-42613727
3111,300000000010,chr19:42828682-42830225,chr19:42923550-42925143,chr19:42794490-42795999,chr19:42612059-42613727
3111,201000000010,chr19:42923550-42925143,chr19:42943757-42945479,chr19:42794490-42795999,chr19:42612059-42613727
2211,101000200000,chr19:42923550-42925143,chr19:42636550-42638113,chr19:42687918-42689493,chr19:42612059-42613727
3111,102000000010,chr19:42904866-42906289,chr19:42923550-42925143,chr19:42636550-42638113,chr19:42612059-42613727
3111,201000000010,chr19:42748260-42751113,chr19:42923550-42925143,chr19:42636550-42638113,chr19:42612059-42613727
3221,100010100010,chr19:42828682-42830225,chr19:42923550-42925143,chr19:42636550-42638113,chr19:42612059-42613727
3111,102000000010,chr19:42923550-42925143,chr19:42636550-42638113,chr19:42943757-42945479,chr19:42612059-42613727
3111,201000000010,chr19:42904866-42906289,chr19:42923550-42925143,chr19:42748260-42751113,chr19:42612059-42613727
3221,100010100010,chr19:42904866-42906289,chr19:42923550-42925143,chr19:42828682-42830225,chr19:42612059-42613727
3111,102000000010,chr19:42904866-42906289,chr19:42923550-42925143,chr19:42943757-42945479,chr19:42612059-42613727
3111,300000000010,chr19:42748260-42751113,chr19:42923550-42925143,chr19:42828682-42830225,chr19:42612059-42613727
3111,201000000010,chr19:42748260-42751113,chr19:42923550-42925143,chr19:42943757-42945479,chr19:42612059-42613727
3111,201000000010,chr19:42828682-42830225,chr19:42923550-42925143,chr19:42943757-42945479,chr19:42612059-42613727
3111,201000001000,chr12:57454212-57457467,chr12:57517491-57519036,chr12:57569054-57570624,chr12:57520440-57521849
2211,101010100000,chr12:57566224-57567696,chr12:57517491-57519036,chr12:57569054-57570624,chr12:57520440-57521849
