from_name,to_name,from_broad_state,to_broad_state
chr3:52034926-52036597,chr3:52372901-52374496,active,weak
chr5:38441164-38443038,chr5:38671980-38674530,weak,weak
chr19:12870792-12872313,chr19:12887735-12889314,repressed,active
chr19:12876016-12877899,chr19:12887735-12889314,active,active
chr19:17456370-17457922,chr19:17496276-17497740,weak,repressed
chr19:17456370-17457922,chr19:17576298-17578148,weak,active
chr19:17563727-17565160,chr19:17576298-17578148,weak,active
chr19:17456370-17457922,chr19:17494329-17495735,weak,repressed
chr6:56767161-56770243,chr6:56885320-56886877,active,repressed
chr6:56767161-56770243,chr6:57188513-57190404,active,active
chr9:85948404-85950321,chr9:86158746-86160284,weak,weak
chr6:44442854-44444405,chr6:44461260-44462807,active,weak
chr6:44437040-44438456,chr6:44461260-44462807,repressed,weak
chr15:90282695-90284248,chr15:90417511-90419247,active,active
chr15:90303363-90305024,chr15:90417511-90419247,active,active
chr15:90282695-90284248,chr15:90613965-90615370,active,active
chr15:90282695-90284248,chr15:91025020-91026712,active,active
chr15:90862568-90864473,chr15:91025020-91026712,active,active
chr15:90282695-90284248,chr15:90303363-90305024,active,active
chr3:134318830-134320730,chr3:134473499-134474880,repressed,repressed
chr20:58523412-58525173,chr20:58631852-58633327,active,active
chr20:48594893-48596658,chr20:48687083-48688810,active,active
chr7:64411138-64412720,chr7:64772162-64773660,repressed,repressed
chr7:64676253-64677619,chr7:64772162-64773660,repressed,repressed
chr7:64084989-64086391,chr7:64772162-64773660,repressed,repressed
chr11:61937948-61939783,chr11:62078057-62079498,poised,repressed
chr11:61984003-61985765,chr11:62078057-62079498,repressed,repressed
chr8:69765138-69767123,chr8:70533401-70534915,weak,weak
chr8:70241348-70242677,chr8:70533401-70534915,repressed,weak
chr17:74863609-74865256,chr17:75242541-75244162,active,active
chr17:75081974-75083607,chr17:75242541-75244162,active,active
chr17:74863609-74865256,chr17:75051798-75053232,active,repressed
chr17:75006646-75008187,chr17:75051798-75053232,repressed,repressed
chr17:74863609-74865256,chr17:75062255-75063785,active,repressed
chr17:75006646-75008187,chr17:75062255-75063785,repressed,repressed
chr17:75051798-75053232,chr17:75062255-75063785,repressed,repressed
chr17:74863609-74865256,chr17:75006646-75008187,active,repressed
chr1:67997540-67999092,chr1:68225218-68227062,repressed,active
chr1:68000547-68002021,chr1:68225218-68227062,repressed,active
chr1:68026727-68028495,chr1:68225218-68227062,weak,active
chr1:67699104-67700782,chr1:68225218-68227062,repressed,active
chr1:67997540-67999092,chr1:68026727-68028495,repressed,weak
chr1:68000547-68002021,chr1:68026727-68028495,repressed,weak
chr5:91224420-91226015,chr5:91517778-91519067,repressed,repressed
chr2:27068572-27070131,chr2:27164958-27166399,repressed,repressed
chr2:27068572-27070131,chr2:27239146-27240733,repressed,active
chr2:27183888-27185488,chr2:27239146-27240733,poised,active
chr2:27144950-27146477,chr2:27239146-27240733,repressed,active
chr11:34387518-34389005,chr11:34920034-34921561,repressed,active
chr11:34489185-34490775,chr11:34920034-34921561,active,active
chr11:34861762-34863216,chr11:34911066-34913359,repressed,weak
chr11:34533814-34535354,chr11:34911066-34913359,repressed,weak
chr11:34513791-34515375,chr11:34911066-34913359,repressed,weak
chr11:34489185-34490775,chr11:34911066-34913359,active,weak
chr3:168850380-168852111,chr3:169461646-169463356,repressed,repressed
chr2:85955368-85957226,chr2:86305293-86307985,active,active
chr2:86054006-86055500,chr2:86305293-86307985,active,active
chr2:86115347-86117096,chr2:86305293-86307985,active,active
chr2:85863783-85865531,chr2:85933608-85935486,active,weak
chr2:85905603-85907230,chr2:85933608-85935486,active,weak
chr1:64139522-64141006,chr1:64602179-64603804,weak,repressed
chr19:1443420-1446360,chr19:1512429-1514766,active,active
chr19:1470190-1472481,chr19:1512429-1514766,active,active
chr2:68422746-68424176,chr2:68509377-68510892,weak,repressed
chr2:68348861-68350715,chr2:68509377-68510892,active,repressed
chr2:68348861-68350715,chr2:68518649-68520149,active,repressed
chr10:91552863-91554472,chr10:91898106-91899474,repressed,repressed
chr10:91552863-91554472,chr10:92510587-92512272,repressed,repressed
chr2:73312112-73313969,chr2:73390079-73391803,active,repressed
chr2:73219645-73221224,chr2:73390079-73391803,repressed,repressed
chr2:73114014-73115921,chr2:73390079-73391803,active,repressed
chr2:73312112-73313969,chr2:73383105-73384596,active,active
chr2:73219645-73221224,chr2:73383105-73384596,repressed,active
chr2:73312112-73313969,chr2:73403735-73405658,active,active
chr2:73219645-73221224,chr2:73403735-73405658,repressed,active
chr2:73390079-73391803,chr2:73403735-73405658,repressed,active
chr2:73114014-73115921,chr2:73403735-73405658,active,active
chr2:73200133-73201662,chr2:73403735-73405658,repressed,active
chr2:54403100-54404723,chr2:54884184-54885643,repressed,active
chr1:233530017-233531683,chr1:233560114-233561442,weak,repressed
chr1:233530017-233531683,chr1:234249684-234251429,weak,active
chr17:73675059-73676799,chr17:73702693-73704174,weak,weak
chr6:37505349-37506988,chr6:37659204-37660696,repressed,weak
chr6:37451396-37452961,chr6:37659204-37660696,weak,weak
chr6:37533595-37535043,chr6:37659204-37660696,active,weak
chr6:37505349-37506988,chr6:37533595-37535043,repressed,active
chr6:37451396-37452961,chr6:37533595-37535043,weak,active
chr4:8268292-8269780,chr4:8404311-8405950,repressed,repressed
chr4:8243263-8244850,chr4:8404311-8405950,repressed,repressed
chr4:8177960-8179821,chr4:8404311-8405950,weak,repressed
chr5:34522641-34524265,chr5:34897621-34899392,weak,repressed
chr5:34474034-34475582,chr5:34897621-34899392,repressed,repressed
chr5:34485607-34487334,chr5:34897621-34899392,repressed,repressed
chr5:80490206-80491867,chr5:80594496-80596240,active,active
chr16:66439776-66441605,chr16:66549025-66551430,active,active
chr16:66517009-66518687,chr16:66549025-66551430,active,active
chr7:875554-876967,chr7:912309-913964,weak,weak
chr7:825441-826973,chr7:912309-913964,active,weak
chr7:371902-374079,chr7:912309-913964,active,weak
chr7:1125639-1127803,chr7:1215169-1217534,active,active
chr1:152113757-152115563,chr1:152412765-152414292,repressed,repressed
chr1:152371037-152372556,chr1:152412765-152414292,repressed,repressed
chr1:152157503-152158974,chr1:152412765-152414292,weak,repressed
chr1:152318997-152321722,chr1:152412765-152414292,repressed,repressed
chr1:152113757-152115563,chr1:152157503-152158974,repressed,weak
chr1:151880229-151882836,chr1:152157503-152158974,repressed,weak
chr1:151905696-151907633,chr1:152157503-152158974,repressed,weak
chr1:152024488-152025943,chr1:152157503-152158974,active,weak
chr1:152024488-152025943,chr1:152318997-152321722,active,repressed
chr1:152113757-152115563,chr1:152154496-152155740,repressed,weak
chr1:152024488-152025943,chr1:152154496-152155740,active,weak
chr20:2667981-2669568,chr20:2723202-2724636,repressed,active
chr3:48513734-48515538,chr3:48544496-48545982,active,active
chr3:48506227-48507935,chr3:48544496-48545982,active,active
chr3:48513734-48515538,chr3:48585407-48587169,active,weak
chr3:48506227-48507935,chr3:48585407-48587169,active,weak
chr3:48314517-48316191,chr3:48585407-48587169,weak,weak
chr3:48235352-48236881,chr3:48585407-48587169,active,weak
chr3:48441684-48444264,chr3:48585407-48587169,weak,weak
chr16:19612056-19613666,chr16:19896989-19898565,repressed,active
chr16:19570125-19571543,chr16:19896989-19898565,repressed,active
chr8:108920033-108921507,chr8:109084871-109086374,repressed,repressed
chr17:57823582-57825182,chr17:57930014-57931495,weak,active
chr17:57830199-57831905,chr17:57930014-57931495,active,active
chr17:57823582-57825182,chr17:58113858-58115549,weak,active
chr17:57991030-57992653,chr17:58113858-58115549,active,active
chr21:26655482-26656902,chr21:26757619-26759177,repressed,repressed
chr2:148777342-148778954,chr2:149266280-149268185,active,active
chr4:103541150-103542943,chr4:103929768-103931252,active,repressed
chr4:103370297-103371850,chr4:103929768-103931252,repressed,repressed
chr4:103541150-103542943,chr4:104012059-104013794,active,weak
chr1:114888379-114890297,chr1:115594451-115596169,active,repressed
chr1:115521068-115522939,chr1:115594451-115596169,repressed,repressed
chr1:114888379-114890297,chr1:114920523-114921871,active,repressed
chr1:114888379-114890297,chr1:114970186-114971798,active,active
chr1:114888379-114890297,chr1:115299917-115301693,active,active
chr1:114888379-114890297,chr1:115521068-115522939,active,repressed
chr18:12726457-12728477,chr18:12766433-12767893,weak,active
chr18:12726457-12728477,chr18:12933969-12935527,weak,active
chr18:12685561-12687169,chr18:12933969-12935527,weak,active
chr18:12743531-12745099,chr18:12933969-12935527,weak,active
chr18:12393944-12395285,chr18:12933969-12935527,weak,active
chr18:12886027-12887554,chr18:12933969-12935527,weak,active
chr18:12726457-12728477,chr18:12886027-12887554,weak,weak
chr18:12726457-12728477,chr18:12743531-12745099,weak,weak
chr12:56053051-56054709,chr12:56190196-56191832,repressed,active
chr12:56053051-56054709,chr12:56114233-56115648,repressed,weak
chr12:56049649-56051049,chr12:56114233-56115648,weak,weak
chr12:56074302-56076118,chr12:56114233-56115648,active,weak
chr12:56053051-56054709,chr12:56074302-56076118,repressed,active
chr12:56049649-56051049,chr12:56074302-56076118,weak,active
chr11:17404833-17406385,chr11:17549056-17550653,weak,repressed
chr11:17375095-17376963,chr11:17525407-17527083,active,repressed
chr11:17251038-17252629,chr11:17525407-17527083,active,repressed
chr11:17404833-17406385,chr11:17525407-17527083,weak,repressed
chr11:16809155-16810805,chr11:17525407-17527083,active,repressed
chr11:17375095-17376963,chr11:17404833-17406385,active,weak
chr11:17251038-17252629,chr11:17404833-17406385,active,weak
chr22:45092746-45094231,chr22:45131141-45132613,repressed,repressed
chr22:45080043-45082052,chr22:45131141-45132613,active,repressed
chr5:111509898-111511870,chr5:112092579-112094285,weak,active
chr5:111886549-111888171,chr5:112092579-112094285,repressed,active
chr5:111509898-111511870,chr5:111826582-111828940,weak,repressed
chr5:111545549-111547191,chr5:111826582-111828940,weak,repressed
chr5:111509898-111511870,chr5:111755168-111756951,weak,active
chr5:111545549-111547191,chr5:111755168-111756951,weak,active
chr1:68000547-68002021,chr1:68581812-68583263,repressed,active
chr17:48894107-48895515,chr17:49026695-49028762,weak,active
chr17:48928811-48930505,chr17:49026695-49028762,active,active
chr17:48859910-48861460,chr17:49026695-49028762,repressed,active
chr17:48940285-48941598,chr17:49026695-49028762,active,active
chr17:48918665-48920186,chr17:49026695-49028762,weak,active
chr17:48894107-48895515,chr17:49033579-49035076,weak,weak
chr17:48928811-48930505,chr17:49033579-49035076,active,weak
chr17:48859910-48861460,chr17:49033579-49035076,repressed,weak
chr17:48859910-48861460,chr17:48928811-48930505,repressed,active
chr16:8948188-8950020,chr16:8973524-8975002,active,weak
chr1:24741327-24743026,chr1:25224064-25225539,active,repressed
chr1:25173906-25175381,chr1:25224064-25225539,active,repressed
chr1:24741327-24743026,chr1:24919440-24920895,active,repressed
chr1:24867443-24869331,chr1:24919440-24920895,weak,repressed
chr16:30661233-30663581,chr16:30704599-30706083,active,active
chr16:30668604-30671043,chr16:30704599-30706083,weak,active
chr21:43564846-43566713,chr21:43678172-43679641,repressed,repressed
chr21:43583926-43585588,chr21:43678172-43679641,repressed,repressed
chr21:43031807-43033806,chr21:43536834-43538431,active,repressed
chr2:101628274-101630421,chr2:101768692-101770291,weak,active
chr2:101486701-101488057,chr2:101768692-101770291,weak,active
chr2:101210770-101212427,chr2:101600383-101602522,repressed,weak
chr9:112944915-112946557,chr9:113384996-113386744,repressed,repressed
chr9:112665247-112666897,chr9:113384996-113386744,repressed,repressed
chr9:113102119-113103713,chr9:113384996-113386744,repressed,repressed
chr9:113213903-113215541,chr9:113384996-113386744,repressed,repressed
chr9:112944915-112946557,chr9:112979206-112980836,repressed,repressed
chr11:44544575-44545996,chr11:44559275-44560969,repressed,repressed
chr11:44154302-44155951,chr11:44559275-44560969,weak,repressed
chr12:105671394-105674179,chr12:105776421-105778064,repressed,active
chr12:105671394-105674179,chr12:105772134-105773567,repressed,weak
chr7:50244374-50245936,chr7:50436433-50438080,repressed,repressed
chr1:180221134-180222707,chr1:180446712-180448169,repressed,weak
chr1:180221134-180222707,chr1:180451031-180452673,repressed,active
chr16:57933044-57934645,chr16:58038713-58039958,weak,weak
chr16:57933044-57934645,chr16:58033820-58035685,weak,active
chr16:57682051-57684021,chr16:58033820-58035685,weak,active
chr15:90862568-90864473,chr15:91236234-91237852,active,active
chr15:91190727-91192612,chr15:91236234-91237852,active,active
chr1:61444029-61445604,chr1:61918396-61919992,repressed,weak
chr1:61444029-61445604,chr1:62317292-62320151,repressed,repressed
chr1:61514767-61516705,chr1:62317292-62320151,active,repressed
chr1:61444029-61445604,chr1:61508059-61509557,repressed,poised
chr1:61313670-61315323,chr1:61508059-61509557,repressed,poised
chr6:53583130-53584828,chr6:53820325-53822027,repressed,weak
chr6:53592590-53594312,chr6:53820325-53822027,active,weak
chr11:60542286-60543802,chr11:60654414-60655939,repressed,weak
chr11:60542286-60543802,chr11:60666228-60667828,repressed,weak
chr11:60542286-60543802,chr11:61103033-61104645,repressed,active
chr11:61021283-61022883,chr11:61103033-61104645,repressed,active
chr5:10283411-10285179,chr5:10423578-10425188,weak,active
chr5:10233092-10234574,chr5:10423578-10425188,weak,active
chr5:10283411-10285179,chr5:10363572-10365307,weak,weak
chr5:10283411-10285179,chr5:10627222-10628950,weak,active
chr11:11819658-11821372,chr11:12302697-12304445,poised,weak
chr11:12068401-12069894,chr11:12302697-12304445,active,weak
chr11:11952265-11954074,chr11:12302697-12304445,active,weak
chr11:12064946-12066750,chr11:12302697-12304445,active,weak
chr11:12257324-12258995,chr11:12302697-12304445,active,weak
chr11:11819658-11821372,chr11:11952265-11954074,poised,active
chr11:11819658-11821372,chr11:12068401-12069894,poised,active
chr11:11952265-11954074,chr11:12068401-12069894,active,active
chr17:961113-962551,chr17:1089911-1091394,active,weak
chr17:1025420-1027250,chr17:1089911-1091394,active,weak
chr17:901800-903221,chr17:1089911-1091394,weak,weak
chr17:958766-960181,chr17:1089911-1091394,active,weak
chr17:1477021-1478691,chr17:1531631-1534211,weak,active
chr5:95227843-95229315,chr5:95671138-95673150,active,active
chr5:38208138-38209859,chr5:38382284-38384059,repressed,repressed
chr8:130035666-130037142,chr8:130547474-130548977,repressed,repressed
chr8:130315120-130316528,chr8:130547474-130548977,repressed,repressed
chr8:130035666-130037142,chr8:130708874-130710280,repressed,repressed
chr2:78899676-78901224,chr2:79206249-79207729,repressed,repressed
